epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,8614.29,1.04347,1.46498,0.70906,1.07659,0.86348,0.9011,0.9017,0.64967,0.86534,0.90284,0.90166,0.60193,1.02735,1.57987,0.5656,1.09861,0.000650909,0.000650909,0.000650909
57,8768.52,1.04063,1.42263,0.6827,1.06832,0.90455,0.89095,0.91853,0.64097,0.90455,0.89095,0.91484,0.60564,1.1015,1.57252,0.60614,1.10077,0.000636762,0.000636762,0.000636762
58,8921.36,1.03168,1.38598,0.65911,1.06112,0.89279,0.91021,0.90608,0.66141,0.89279,0.91021,0.90531,0.61799,1.01051,1.53259,0.56859,1.08269,0.000622615,0.000622615,0.000622615
59,9073.74,1.02884,1.3982,0.65844,1.06205,0.88711,0.90016,0.90516,0.64776,0.88895,0.90207,0.91219,0.60368,1.04186,1.50418,0.58192,1.08019,0.000608468,0.000608468,0.000608468
60,9226.55,1.03302,1.41809,0.66966,1.06062,0.89679,0.89875,0.91902,0.6609,0.9067,0.89847,0.91957,0.62302,1.05435,1.56146,0.55992,1.09636,0.000594321,0.000594321,0.000594321
61,9379.05,1.02664,1.38524,0.6536,1.05616,0.90595,0.89998,0.92425,0.67668,0.90775,0.9019,0.92504,0.62772,0.98218,1.54005,0.54431,1.07224,0.000580174,0.000580174,0.000580174
62,9534.37,1.00575,1.40515,0.65019,1.04919,0.88344,0.89496,0.90309,0.64765,0.88455,0.89879,0.90593,0.59542,1.0165,1.63677,0.57135,1.08666,0.000566027,0.000566027,0.000566027
63,9689.83,1.0306,1.40785,0.67117,1.06228,0.86769,0.88538,0.90083,0.642,0.8696,0.88729,0.89979,0.61515,1.0518,1.5514,0.5955,1.09403,0.00055188,0.00055188,0.00055188
64,9844.31,1.02169,1.38077,0.66765,1.06137,0.871,0.90605,0.90721,0.63618,0.87463,0.90988,0.90547,0.6088,1.03942,1.613,0.57499,1.09764,0.000537733,0.000537733,0.000537733
65,10010.3,1.0125,1.40998,0.65109,1.0586,0.9163,0.88383,0.91607,0.64618,0.91823,0.88575,0.91298,0.61506,1.05184,1.57909,0.5691,1.09079,0.000523586,0.000523586,0.000523586
66,10205.3,1.00969,1.36726,0.64373,1.05541,0.8943,0.88729,0.90237,0.65942,0.89811,0.89112,0.90086,0.61515,1.00575,1.5098,0.56468,1.07705,0.000509438,0.000509438,0.000509438
67,10399.8,1.01588,1.40665,0.6559,1.05388,0.87862,0.89075,0.89258,0.6547,0.88223,0.89458,0.89445,0.61616,0.98462,1.55569,0.55207,1.09045,0.000495291,0.000495291,0.000495291
68,10591.5,0.99991,1.36906,0.63646,1.04799,0.90873,0.89144,0.91603,0.67003,0.91059,0.89336,0.90892,0.61885,1.01219,1.56484,0.54324,1.08353,0.000481144,0.000481144,0.000481144
69,10784.9,0.98809,1.39423,0.64541,1.03632,0.85327,0.92114,0.90673,0.64117,0.85693,0.92497,0.90602,0.61094,1.03482,1.54401,0.5714,1.08729,0.000466997,0.000466997,0.000466997
70,10980.2,0.98941,1.33584,0.64489,1.03633,0.90986,0.89586,0.90895,0.64085,0.91361,0.89969,0.90891,0.60849,1.04538,1.58252,0.5756,1.09468,0.00045285,0.00045285,0.00045285
71,11176.3,0.976,1.32544,0.61545,1.03625,0.90305,0.90405,0.92391,0.65083,0.90685,0.90788,0.925,0.61907,1.01465,1.57406,0.53719,1.07756,0.000438703,0.000438703,0.000438703
72,11371,0.97213,1.37496,0.63136,1.03134,0.90183,0.8862,0.89028,0.63516,0.90744,0.89186,0.88888,0.58824,0.99334,1.6088,0.57164,1.07557,0.000424556,0.000424556,0.000424556
73,11569.5,0.96556,1.311,0.60361,1.0208,0.87882,0.9023,0.88157,0.61737,0.88253,0.90613,0.87513,0.57387,1.06224,1.61548,0.57948,1.10316,0.000410409,0.000410409,0.000410409
74,11762.2,0.98363,1.37187,0.62847,1.03605,0.86921,0.90273,0.89945,0.6465,0.87284,0.90656,0.8989,0.60852,1.00166,1.53619,0.54897,1.09319,0.000396262,0.000396262,0.000396262
75,11953.7,0.96882,1.30446,0.60644,1.03583,0.87929,0.90267,0.90601,0.66017,0.88291,0.9065,0.90174,0.61964,0.9803,1.52771,0.53805,1.07941,0.000382115,0.000382115,0.000382115
76,12144.8,0.95058,1.28254,0.60024,1.02514,0.91258,0.88512,0.90562,0.6421,0.89487,0.91355,0.90479,0.60752,1.041,1.53676,0.54907,1.09865,0.000367967,0.000367967,0.000367967
77,12315.6,0.96589,1.34149,0.62821,1.04014,0.87859,0.90805,0.90501,0.65448,0.88227,0.91188,0.90262,0.60597,1.00232,1.56933,0.53852,1.08017,0.00035382,0.00035382,0.00035382
78,12480.2,0.9459,1.32438,0.6093,1.03,0.88546,0.89706,0.90239,0.6529,0.8893,0.90089,0.89812,0.60105,1.01814,1.5908,0.54579,1.09055,0.000339673,0.000339673,0.000339673
79,12644.6,0.94761,1.2806,0.60564,1.02823,0.90629,0.88888,0.89791,0.64232,0.912,0.89463,0.89636,0.59345,1.03086,1.61367,0.56024,1.09543,0.000325526,0.000325526,0.000325526
80,12808.9,0.94376,1.31481,0.61838,1.02886,0.9028,0.88881,0.90551,0.65591,0.90665,0.89264,0.90934,0.60966,1.02192,1.56182,0.54749,1.08562,0.000311379,0.000311379,0.000311379
81,12972.8,0.94574,1.30728,0.60702,1.02418,0.88405,0.91379,0.90787,0.64963,0.88682,0.91571,0.90485,0.59743,1.02347,1.5622,0.5443,1.09502,0.000297232,0.000297232,0.000297232
82,13135.8,0.92523,1.28858,0.57071,1.0138,0.90142,0.89838,0.91753,0.65453,0.91226,0.90021,0.91715,0.61593,1.04033,1.5512,0.5361,1.09875,0.000283085,0.000283085,0.000283085
83,13298.6,0.92685,1.25161,0.58158,1.02297,0.87266,0.91762,0.92169,0.65879,0.87857,0.92337,0.92235,0.62364,1.04164,1.52226,0.54778,1.09446,0.000268938,0.000268938,0.000268938
84,13461.8,0.91855,1.27279,0.58067,1.01619,0.90033,0.90274,0.9059,0.65678,0.90562,0.90861,0.9024,0.6117,1.01491,1.54115,0.54738,1.09293,0.000254791,0.000254791,0.000254791
85,13626.4,0.91542,1.25479,0.57156,1.01043,0.89202,0.89227,0.89743,0.6478,0.89771,0.89801,0.89741,0.60193,1.03997,1.58172,0.54347,1.09911,0.000240644,0.000240644,0.000240644
86,13790.8,0.93636,1.26983,0.60247,1.02341,0.86893,0.90453,0.89973,0.6524,0.87363,0.90837,0.89585,0.6006,1.022,1.52553,0.5552,1.08954,0.000226497,0.000226497,0.000226497
87,13953.9,0.9217,1.26362,0.58054,1.0171,0.9074,0.87329,0.91835,0.66405,0.91133,0.87713,0.91996,0.61231,1.01245,1.53132,0.53098,1.09188,0.000212349,0.000212349,0.000212349
88,14117.6,0.92987,1.2751,0.58164,1.0222,0.8838,0.89792,0.92741,0.67022,0.88567,0.89983,0.91861,0.6253,1.0209,1.54561,0.51762,1.08201,0.000198202,0.000198202,0.000198202
89,14281.1,0.91153,1.26592,0.57715,1.01467,0.88034,0.90514,0.9176,0.65152,0.89002,0.89496,0.91122,0.61805,1.06206,1.5527,0.53037,1.10454,0.000184055,0.000184055,0.000184055
90,14472.5,0.91833,1.25128,0.55953,1.00244,0.88192,0.90645,0.91807,0.67213,0.88849,0.9096,0.91073,0.61786,0.98636,1.54205,0.51393,1.07687,0.000169908,0.000169908,0.000169908
91,14665,0.83908,1.17019,0.52334,0.99244,0.92986,0.88681,0.92276,0.66143,0.93271,0.88614,0.92088,0.61053,1.02761,1.59517,0.52034,1.09559,0.000155761,0.000155761,0.000155761
92,14857.2,0.83428,1.17211,0.51052,0.99113,0.91184,0.89112,0.91375,0.66143,0.91184,0.89112,0.90744,0.60773,1.01445,1.56245,0.51849,1.09199,0.000141614,0.000141614,0.000141614
93,15049.2,0.81716,1.13464,0.49902,0.98898,0.87305,0.91371,0.91831,0.66625,0.87305,0.91371,0.90972,0.6214,0.99666,1.53977,0.51866,1.07037,0.000127467,0.000127467,0.000127467
94,15243,0.81838,1.13368,0.49972,0.98197,0.89432,0.90421,0.91821,0.66986,0.8962,0.90613,0.90952,0.62199,0.98867,1.55192,0.50728,1.07127,0.00011332,0.00011332,0.00011332
95,15410,0.83334,1.1511,0.50479,0.9955,0.89631,0.88729,0.91743,0.65576,0.90304,0.89112,0.90905,0.61182,1.00655,1.54644,0.52074,1.08054,9.91726e-05,9.91726e-05,9.91726e-05
96,15569.2,0.80826,1.11993,0.51242,0.98747,0.93881,0.88723,0.91871,0.66184,0.93792,0.89369,0.90903,0.61496,0.99125,1.56375,0.51016,1.07635,8.50255e-05,8.50255e-05,8.50255e-05
97,15724.4,0.81118,1.14008,0.49199,0.9883,0.90741,0.90487,0.91312,0.65215,0.90711,0.90167,0.90556,0.60523,1.00536,1.57351,0.51382,1.07907,7.08784e-05,7.08784e-05,7.08784e-05
98,15886,0.80605,1.12215,0.49246,0.98966,0.89047,0.90116,0.91182,0.65523,0.93853,0.86328,0.90369,0.61188,1.00442,1.56916,0.5103,1.08146,5.67313e-05,5.67313e-05,5.67313e-05
99,16045,0.79329,1.11439,0.48526,0.97015,0.90199,0.88398,0.91361,0.65439,0.90504,0.88701,0.906,0.61181,1.00545,1.56312,0.50901,1.08546,4.25842e-05,4.25842e-05,4.25842e-05
100,16204.7,0.80128,1.12973,0.48523,0.98168,0.88672,0.90436,0.91163,0.6573,0.93411,0.86336,0.90487,0.60787,1.01769,1.5654,0.51152,1.08988,2.84371e-05,2.84371e-05,2.84371e-05
