epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,2666.49,1.09233,1.40383,0.73516,1.07921,0.87549,0.8657,0.89408,0.64739,0.88636,0.88435,0.89693,0.61745,0.99752,1.43157,0.63222,1.06472,0.00099044,0.00099044,0.00099044
33,2752.59,1.04978,1.34678,0.69834,1.05479,0.87856,0.84825,0.89196,0.64233,0.8889,0.85837,0.88959,0.61965,0.99844,1.47941,0.67742,1.06795,0.000976293,0.000976293,0.000976293
34,2838.78,1.06192,1.39538,0.69517,1.06035,0.90738,0.86949,0.90657,0.6563,0.91231,0.88846,0.9213,0.62618,0.98228,1.32512,0.66081,1.06057,0.000962146,0.000962146,0.000962146
35,2924.67,1.05088,1.32803,0.70066,1.05453,0.8822,0.87497,0.89665,0.63159,0.89239,0.88509,0.89584,0.59302,1.00371,1.43442,0.70159,1.08315,0.000947999,0.000947999,0.000947999
36,3010.63,1.03094,1.31581,0.68229,1.0531,0.87145,0.87029,0.91296,0.65304,0.87917,0.8671,0.91115,0.61024,1.02595,1.47049,0.68972,1.08069,0.000933851,0.000933851,0.000933851
37,3096.81,1.00756,1.28367,0.66406,1.03917,0.86682,0.86935,0.88609,0.64315,0.87634,0.88223,0.89215,0.59726,0.99832,1.48694,0.65912,1.06731,0.000919704,0.000919704,0.000919704
38,3182.91,1.04815,1.33777,0.69978,1.06016,0.87587,0.87524,0.91019,0.66564,0.89292,0.89199,0.91685,0.63992,0.96357,1.39776,0.65532,1.03872,0.000905557,0.000905557,0.000905557
39,3269.11,1.02348,1.33828,0.70347,1.07014,0.90254,0.86935,0.92098,0.64888,0.89771,0.86476,0.91161,0.61447,1.05339,1.54291,0.6707,1.09403,0.00089141,0.00089141,0.00089141
40,3355.65,1.00716,1.31512,0.66696,1.04536,0.91479,0.88406,0.91617,0.66625,0.91873,0.88682,0.9047,0.62963,1.00221,1.59826,0.65902,1.06208,0.000877263,0.000877263,0.000877263
41,3441.4,1.00995,1.3074,0.67069,1.04065,0.85879,0.90067,0.902,0.64897,0.86118,0.90369,0.89415,0.60579,1.03158,1.55557,0.66253,1.06506,0.000863116,0.000863116,0.000863116
42,3527.81,0.99613,1.34779,0.66659,1.03681,0.89906,0.89757,0.91503,0.66179,0.89515,0.89965,0.90948,0.6286,1.01463,1.5363,0.61943,1.06808,0.000848969,0.000848969,0.000848969
43,3614.11,0.98629,1.29231,0.64818,1.03717,0.86953,0.93413,0.92483,0.67907,0.89465,0.90926,0.92114,0.6309,1.00089,1.36407,0.61615,1.04214,0.000834822,0.000834822,0.000834822
44,3700.55,0.98407,1.25269,0.64782,1.02786,0.89014,0.89914,0.92556,0.67561,0.89559,0.90466,0.93091,0.63835,1.0111,1.31655,0.59829,1.04408,0.000820675,0.000820675,0.000820675
45,3786.94,0.98282,1.26662,0.64041,1.03627,0.85539,0.9162,0.89391,0.65004,0.86905,0.92469,0.90076,0.61061,1.00476,1.3639,0.65536,1.07809,0.000806528,0.000806528,0.000806528
46,3873.2,0.96313,1.2396,0.6341,1.01537,0.92228,0.90151,0.92036,0.68969,0.93079,0.90979,0.92048,0.63898,0.95319,1.32697,0.58954,1.03611,0.00079238,0.00079238,0.00079238
47,3959.2,0.9656,1.23799,0.63017,1.02139,0.91817,0.88776,0.90812,0.66178,0.92102,0.89052,0.90856,0.62047,1.02283,1.45416,0.62143,1.07878,0.000778233,0.000778233,0.000778233
48,4045.72,0.97595,1.27334,0.63435,1.02722,0.86683,0.90616,0.91999,0.66567,0.88015,0.88796,0.92058,0.63107,0.96041,1.47846,0.61936,1.05254,0.000764086,0.000764086,0.000764086
49,4131.71,0.99577,1.25029,0.63055,1.02916,0.88865,0.87764,0.92961,0.6829,0.89882,0.88776,0.9248,0.661,1.02167,1.44525,0.6267,1.04923,0.000749939,0.000749939,0.000749939
50,4217.58,0.96457,1.1825,0.62444,1.01959,0.88027,0.93566,0.94288,0.6988,0.91008,0.89604,0.93564,0.65897,0.98143,1.35346,0.57907,1.03856,0.000735792,0.000735792,0.000735792
51,4303.9,0.97201,1.19164,0.62279,1.02892,0.89754,0.87305,0.90605,0.66439,0.90571,0.88317,0.91249,0.61353,0.99548,1.41577,0.63061,1.05804,0.000721645,0.000721645,0.000721645
52,4389.86,0.95835,1.24608,0.62345,1.01542,0.88905,0.93009,0.92884,0.67879,0.9001,0.9171,0.93066,0.64208,0.99413,1.34447,0.61288,1.0455,0.000707498,0.000707498,0.000707498
53,4475.88,0.94191,1.23353,0.61788,1.0319,0.90911,0.87212,0.89636,0.65174,0.9125,0.87764,0.90369,0.62691,1.04719,1.4089,0.62181,1.10295,0.000693351,0.000693351,0.000693351
54,4561.64,0.91833,1.14385,0.57603,1.00456,0.86289,0.87029,0.87579,0.63954,0.87325,0.8804,0.88024,0.61362,1.02203,1.42113,0.6685,1.10547,0.000679204,0.000679204,0.000679204
55,4646.05,0.94484,1.18455,0.59007,1.01778,0.86803,0.87029,0.88785,0.64391,0.86418,0.87305,0.88944,0.61488,1.01647,1.44421,0.64675,1.10265,0.000665057,0.000665057,0.000665057
56,4727.14,0.92997,1.19556,0.58186,1.00821,0.89291,0.87174,0.91286,0.67932,0.89561,0.89422,0.92768,0.64671,0.95549,1.38336,0.5808,1.0581,0.000650909,0.000650909,0.000650909
57,4808.38,0.91369,1.13467,0.57727,1.00328,0.87971,0.89527,0.91789,0.67754,0.88408,0.89986,0.91808,0.6346,0.93501,1.33294,0.60849,1.04403,0.000636762,0.000636762,0.000636762
58,4890.41,0.9208,1.2123,0.59724,1.0086,0.90133,0.91168,0.92613,0.68328,0.90133,0.91168,0.90941,0.63823,0.92776,1.36945,0.59634,1.04152,0.000622615,0.000622615,0.000622615
59,4972.43,0.92328,1.16302,0.60356,1.0178,0.89236,0.89879,0.93287,0.68389,0.89954,0.90615,0.92679,0.65532,0.96304,1.3748,0.56938,1.03938,0.000608468,0.000608468,0.000608468
60,5057.57,0.9077,1.147,0.57194,0.9972,0.89337,0.88776,0.9266,0.67192,0.90529,0.89787,0.93035,0.64117,1.00062,1.4503,0.58679,1.049,0.000594321,0.000594321,0.000594321
61,5139.09,0.89058,1.14734,0.57446,0.99187,0.92343,0.87083,0.92075,0.68687,0.93743,0.87718,0.92607,0.63757,0.92462,1.42909,0.56919,1.01561,0.000580174,0.000580174,0.000580174
62,5221.18,0.89136,1.15667,0.56022,0.98856,0.88592,0.88622,0.91047,0.67304,0.88865,0.88898,0.91131,0.63938,0.98002,1.42152,0.58226,1.07442,0.000566027,0.000566027,0.000566027
63,5303.03,0.89533,1.15384,0.54885,1.00307,0.90704,0.86043,0.91331,0.67859,0.91161,0.86502,0.90493,0.63663,0.95447,1.4648,0.62419,1.05424,0.00055188,0.00055188,0.00055188
64,5384.25,0.8968,1.18867,0.57334,0.99248,0.89049,0.89974,0.9206,0.69099,0.90116,0.91502,0.93277,0.65038,0.92801,1.36264,0.57437,1.03895,0.000537733,0.000537733,0.000537733
65,5465.45,0.89188,1.13533,0.56286,0.99841,0.90247,0.90892,0.93132,0.69999,0.89936,0.93468,0.9403,0.66391,0.96775,1.38839,0.5579,1.03985,0.000523586,0.000523586,0.000523586
66,5546.83,0.88735,1.16494,0.57172,0.99779,0.88904,0.89052,0.90989,0.67783,0.89184,0.89328,0.91979,0.63373,0.96982,1.48518,0.61824,1.07705,0.000509438,0.000509438,0.000509438
67,5628.62,0.87137,1.11513,0.55981,0.98226,0.87025,0.91755,0.92053,0.70195,0.87727,0.92482,0.92683,0.66026,0.9358,1.38426,0.57572,1.0478,0.000495291,0.000495291,0.000495291
68,5711.06,0.88723,1.18882,0.56383,0.98913,0.85627,0.92681,0.93029,0.70443,0.85972,0.93203,0.92888,0.65755,0.92759,1.47647,0.55994,1.02715,0.000481144,0.000481144,0.000481144
69,5777.63,0.87012,1.10855,0.54447,0.99067,0.87781,0.92207,0.92484,0.69721,0.87992,0.92321,0.9222,0.65603,0.94183,1.42948,0.54702,1.03036,0.000466997,0.000466997,0.000466997
70,5843.33,0.85513,1.09703,0.54788,0.98372,0.90937,0.88686,0.91488,0.69839,0.91988,0.89698,0.93037,0.66115,0.93143,1.41363,0.56614,1.04855,0.00045285,0.00045285,0.00045285
71,5908.53,0.84342,1.08196,0.53283,0.98548,0.88907,0.90986,0.92168,0.68441,0.88946,0.91674,0.92422,0.65147,0.97023,1.40439,0.56414,1.05647,0.000438703,0.000438703,0.000438703
72,5973.45,0.86707,1.10711,0.5412,0.993,0.87514,0.91515,0.9106,0.68987,0.88221,0.92251,0.91151,0.64153,0.93294,1.46755,0.56884,1.05684,0.000424556,0.000424556,0.000424556
73,6038.46,0.8434,1.08988,0.54324,0.98054,0.90563,0.91872,0.92969,0.706,0.90322,0.91544,0.91763,0.65191,0.89908,1.46974,0.55718,1.0346,0.000410409,0.000410409,0.000410409
74,6104.52,0.863,1.12421,0.5477,0.9987,0.91732,0.92962,0.94283,0.71936,0.91364,0.92732,0.93644,0.66404,0.89313,1.31749,0.50887,1.01832,0.000396262,0.000396262,0.000396262
75,6173.91,0.82008,1.04861,0.51221,0.96361,0.89175,0.91168,0.92623,0.70657,0.90402,0.92456,0.93056,0.6578,0.93242,1.3299,0.51983,1.05014,0.000382115,0.000382115,0.000382115
76,6241.09,0.86065,1.08957,0.54482,0.99384,0.89439,0.92663,0.92936,0.70117,0.89179,0.92426,0.92031,0.64902,0.94255,1.32029,0.55629,1.0489,0.000367967,0.000367967,0.000367967
77,6305.72,0.8225,1.08912,0.52109,0.96653,0.88918,0.9351,0.93137,0.7085,0.8989,0.91904,0.92822,0.66233,0.91201,1.29892,0.54025,1.03203,0.00035382,0.00035382,0.00035382
78,6371.6,0.86428,1.05427,0.52069,0.98547,0.90446,0.89328,0.9197,0.69645,0.89767,0.91997,0.92222,0.65767,0.95085,1.33146,0.53692,1.03998,0.000339673,0.000339673,0.000339673
79,6440.52,0.81826,1.02738,0.51346,0.97078,0.86259,0.9011,0.90064,0.6891,0.87488,0.91398,0.90777,0.65389,0.93092,1.39179,0.58159,1.06787,0.000325526,0.000325526,0.000325526
80,6508.99,0.84191,1.0871,0.52666,0.96959,0.89702,0.90103,0.91107,0.68594,0.89987,0.90355,0.90059,0.64027,0.94896,1.4013,0.55318,1.05187,0.000311379,0.000311379,0.000311379
81,6575.8,0.80974,1.03832,0.50675,0.96836,0.89867,0.91262,0.9199,0.6978,0.89867,0.91262,0.91877,0.65865,0.91968,1.37358,0.51918,1.05412,0.000297232,0.000297232,0.000297232
82,6643.49,0.80697,1.04076,0.50892,0.9684,0.89887,0.91565,0.91932,0.69038,0.90614,0.923,0.92466,0.64877,0.93505,1.37614,0.53749,1.05316,0.000283085,0.000283085,0.000283085
83,6711.51,0.79754,1.03635,0.50001,0.95085,0.89097,0.9218,0.93204,0.71042,0.89794,0.92915,0.9375,0.67023,0.94561,1.33488,0.56897,1.05503,0.000268938,0.000268938,0.000268938
84,6780.36,0.81877,1.04461,0.50856,0.96178,0.89995,0.92273,0.93285,0.70818,0.91439,0.93744,0.94569,0.67145,0.94135,1.3433,0.52813,1.03847,0.000254791,0.000254791,0.000254791
85,6849.9,0.78617,1.03508,0.49877,0.95172,0.90172,0.90388,0.92404,0.69768,0.90934,0.91059,0.92348,0.65897,0.92917,1.41158,0.54334,1.04337,0.000240644,0.000240644,0.000240644
86,6916.11,0.79925,1.06234,0.4983,0.96758,0.89468,0.91422,0.93244,0.71685,0.89932,0.91881,0.93403,0.66749,0.90036,1.37078,0.51236,1.02431,0.000226497,0.000226497,0.000226497
87,6984.18,0.79107,1.00743,0.49939,0.9597,0.89152,0.90876,0.93359,0.7105,0.88883,0.906,0.92922,0.6567,0.92243,1.36848,0.51997,1.0253,0.000212349,0.000212349,0.000212349
88,7050.55,0.79034,1.04339,0.49969,0.96521,0.89485,0.89439,0.93142,0.70908,0.89485,0.89439,0.92781,0.66083,0.90984,1.4014,0.53288,1.02639,0.000198202,0.000198202,0.000198202
89,7120.13,0.7978,0.99135,0.49704,0.96108,0.88204,0.90559,0.93026,0.71219,0.88473,0.90835,0.9215,0.66091,0.90066,1.3888,0.54344,1.01132,0.000184055,0.000184055,0.000184055
90,7185.56,0.78787,1.03589,0.49373,0.96811,0.87841,0.90422,0.91985,0.70277,0.87543,0.90194,0.91441,0.65341,0.92373,1.3818,0.5258,1.03708,0.000169908,0.000169908,0.000169908
91,7249.99,0.72328,0.94303,0.44327,0.93484,0.89001,0.88904,0.92202,0.70294,0.89737,0.89639,0.92542,0.6562,0.90416,1.38156,0.51845,1.04242,0.000155761,0.000155761,0.000155761
92,7314.51,0.707,0.87468,0.41593,0.93379,0.88286,0.91262,0.92246,0.70415,0.88994,0.91997,0.92614,0.65694,0.92258,1.43981,0.53424,1.05691,0.000141614,0.000141614,0.000141614
93,7381.67,0.69078,0.90569,0.42139,0.91723,0.89917,0.91814,0.92389,0.70247,0.90648,0.9255,0.92515,0.65739,0.93702,1.45801,0.53677,1.0627,0.000127467,0.000127467,0.000127467
94,7444.65,0.7049,0.93038,0.42031,0.93173,0.89322,0.9255,0.92855,0.70511,0.89322,0.9255,0.91857,0.65679,0.95984,1.45409,0.55254,1.07877,0.00011332,0.00011332,0.00011332
95,7504.01,0.69897,0.89333,0.42858,0.93345,0.89235,0.90965,0.92092,0.70005,0.89968,0.917,0.91556,0.66108,0.94457,1.43269,0.53635,1.07162,9.91726e-05,9.91726e-05,9.91726e-05
96,7565.03,0.70098,0.88689,0.41931,0.94405,0.88802,0.91814,0.92194,0.7016,0.90524,0.93561,0.92775,0.66555,0.93433,1.42455,0.5315,1.0638,8.50255e-05,8.50255e-05,8.50255e-05
97,7625.02,0.69018,0.89991,0.41357,0.91885,0.90106,0.91044,0.92553,0.69841,0.90494,0.92857,0.92544,0.65474,0.92104,1.44984,0.52642,1.05702,7.08784e-05,7.08784e-05,7.08784e-05
98,7684.19,0.66984,0.87864,0.40773,0.91956,0.89358,0.90027,0.92372,0.702,0.90377,0.91013,0.92713,0.65599,0.92596,1.44867,0.5237,1.05711,5.67313e-05,5.67313e-05,5.67313e-05
99,7743.32,0.6794,0.88552,0.41066,0.92646,0.89321,0.89974,0.92328,0.69877,0.90345,0.90986,0.92644,0.65976,0.91903,1.44062,0.51839,1.05606,4.25842e-05,4.25842e-05,4.25842e-05
100,7802.46,0.6511,0.86901,0.39485,0.90399,0.88703,0.91051,0.92419,0.69882,0.8942,0.91772,0.92218,0.65965,0.91285,1.4187,0.51777,1.05255,2.84371e-05,2.84371e-05,2.84371e-05
